space_id,current_revision,history_status_code,history_pages,commit_count_through_snapshot,first_commit_date,last_commit_date,initial_revision,initial_revision_date,initial_revision_rank,initial_tree_status_code,initial_selected_file_count,initial_dependency_signal_count,initial_state_status,current_revision_in_history,history_span_days
Jangasathwika/ai.tutor,80aaa1f53b77cb9ae74a238de3edd0252f1ec679,200,1,4,2026-07-08T08:39:43.000Z,2026-07-08T08:52:54.000Z,d647fee522f93007884ca8ee74989846ddd7d45a,2026-07-08T08:39:43.000Z,1,200,3,0,RESOLVED,True,0.009155092592592593
Jangasathwika/aitutor,8b2d0b2cdfb036c88aaed42f3ca2f52f40778a3e,200,1,3,2026-07-09T09:10:52.000Z,2026-07-09T09:15:08.000Z,df5c48b71fc3845f865b58cfb7819d92a659a84e,2026-07-09T09:10:52.000Z,1,200,2,0,RESOLVED,True,0.002962962962962963
Jayadityasahu/my-study-assistant,2d1ce5a7d4041ec74fc57c9265c80b1bd29b6b3e,200,1,4,2026-08-29T08:58:54.000Z,2026-08-29T09:06:26.000Z,8320b1eea0974addf8d6eb88c56810ea04831df5,2026-08-29T09:03:15.000Z,2,200,3,2,RESOLVED,True,0.005231481481481481
Josebert/JR_Quiz_Generator,3d371148f5f7bb214957bbbc814cce9b16f0bcf4,200,1,25,2025-02-16T18:09:35.000Z,2025-02-22T15:12:25.000Z,2eb6cd8fdad80e3769d734d807e5e549f51e01ad,2025-02-20T01:24:03.000Z,2,200,2,1,RESOLVED,True,5.876967592592592
JulsdL/AI-Notebook-Tutor,9dbcde068786dd52e4c4ce8585bda5472741909e,200,1,24,2024-05-12T13:07:48.000Z,2024-05-16T22:29:43.000Z,14c0e588573989c1bb003fd47af37e0eda276fb4,2024-05-13T08:59:22.000Z,2,200,3,1,RESOLVED,True,4.390219907407407
Junaidblr/lesson-plan-generator,59af7945c040d7e957c675056ebb4c9f4fada196,200,1,3,2026-05-04T05:50:29.000Z,2026-05-04T05:52:55.000Z,6fa73dc42ff779b8fb52f0aebf5d2f6cb1a6a626,2026-05-04T05:51:59.000Z,2,200,2,1,RESOLVED,True,0.0016898148148148148
KSaiManikanta/Ai_Data-Science_Tutor,1d884e420436fc3dded6f8f08b7bcf60fe0e9a67,200,1,9,2025-03-19T04:38:10.000Z,2025-03-19T05:42:24.000Z,d53bb22144585d0fb96cf780dd77d98a6b0ba4d2,2025-03-19T04:39:16.000Z,2,200,2,0,RESOLVED,True,0.04460648148148148
KaifKohari/ai-math-tutor,ad5a4255ccf296ddc99d8efdd655845b7c9c8fd6,200,1,12,2025-02-28T19:38:49.000Z,2025-03-10T12:23:41.000Z,ab432812d1d70cf0687604a6a4aa8bb616ee68ff,2025-02-28T19:57:33.000Z,2,200,3,1,RESOLVED,True,9.697824074074074
Kanharamgurjar/Study_assistant_model,40fac235b868c8d8f07ca6a5d583ab5f19ee8f00,200,1,8,2026-08-24T03:49:00.000Z,2026-08-24T04:16:38.000Z,55cb8334a40375f5a190e8c0cede44761b640dfe,2026-08-24T03:49:00.000Z,1,200,2,0,RESOLVED,True,0.019189814814814816
Karishma-19/AI-Tutor,7e698cd298d975a393c2d7ac3a41a3ca0d4443a4,200,1,8,2026-07-02T05:30:11.000Z,2026-07-06T06:11:48.000Z,c8d894f5d0b97bf94ba0c3200178d0dad71cd7e4,2026-07-02T05:35:42.000Z,2,200,2,0,RESOLVED,True,4.028900462962963
KashTheDev123/Accounting-Tutor-AI,4e34567d62953d08f7f62aeaaa6802180f803e7d,200,1,4,2026-03-02T18:22:37.000Z,2026-03-02T18:36:21.000Z,9bb7e015fab980ad051057380b3a802c4282b9a7,2026-03-02T18:22:37.000Z,1,200,2,1,RESOLVED,True,0.009537037037037037
KashishM/study_assistant,929356b88b23c04563f30e311dc2d9578151978d,200,1,62,2025-11-20T06:03:04.000Z,2026-07-26T16:18:08.000Z,d0270b403e6f155529ac63e96eb06966543c9626,2025-11-20T06:35:45.000Z,2,200,9,1,RESOLVED,True,248.42712962962963
Kaveri2109/rag-teaching-assistant,902e674c989a595c8464bc5d33db94609a13933b,200,1,7,2026-03-28T04:20:29.000Z,2026-03-31T04:21:36.000Z,0e7045cf72389d7543dcc4711bc26c5bef80f4c3,2026-03-28T04:20:29.000Z,1,200,2,1,RESOLVED,True,3.000775462962963
Kavya-Thakar/ai-teaching-assistant-v2,7fd5493972a9a7050f25e81785dbb438309b69d8,200,1,36,2026-05-27T10:31:29.000Z,2026-05-29T12:47:26.000Z,af38d44f0f35584685ff0f0d84250bd93940c320,2026-05-27T10:31:29.000Z,1,200,3,0,RESOLVED,True,2.094409722222222
Keerthana96/bridge_course_generator,3f658934cb6182da36380e6b9889162bbd3afcb9,200,1,4,2026-02-24T09:06:04.000Z,2026-02-24T09:14:57.000Z,32ffd41032da5b56b80b3efbc35763b11eea0665,2026-02-24T09:06:50.000Z,2,200,2,1,RESOLVED,True,0.006168981481481482
Khanmx99/Pak-Angels-AI-Tutor,785b4e273b939eab06e2e5685f80916ffbaeccbb,200,1,5,2026-07-11T06:54:12.000Z,2026-07-11T08:16:31.000Z,cebd780c2f666a1a5ebc138160db755ecf4e143d,2026-07-11T07:46:16.000Z,2,200,8,5,RESOLVED,True,0.057164351851851855
KhansaAQureshi/AI_Tutor,d0a25cd9b3f7db4c1865336e687e59588754a8cb,200,1,3,2025-02-13T19:28:39.000Z,2025-02-13T19:33:11.000Z,eda1b4fe6690bcfb602c1b55a838a7bbbd080b66,2025-02-13T19:31:53.000Z,2,200,2,1,RESOLVED,True,0.003148148148148148
Krishna-108/study-assistant,337108269a9f9141ba7ef5b99eb1800f7b2d9e7b,200,1,2,2026-07-27T14:44:09.000Z,2026-07-27T16:17:26.000Z,337108269a9f9141ba7ef5b99eb1800f7b2d9e7b,2026-07-27T16:17:26.000Z,2,200,3,2,RESOLVED,True,0.0647800925925926
Krishnajha18/StudyAssistant,efaea77d7f1bca0365da082f6bd75cd850e3bd4b,200,1,4,2026-07-31T10:24:34.000Z,2026-07-31T10:28:12.000Z,b3f3f0c6f2470d79becaa6cafee8c3f006a7170e,2026-07-31T10:24:34.000Z,1,200,2,0,RESOLVED,True,0.002523148148148148
KunalGupta1212/Quiz-generator,d3fdefb3b944a02dd74a361c6fae5016870bb36b,200,1,11,2025-08-16T17:37:10.000Z,2025-08-16T18:04:12.000Z,7462e5c276efc8e007aa19cc415f7b79248fb326,2025-08-16T17:38:19.000Z,2,200,2,1,RESOLVED,True,0.018773148148148146
LSATAdaptiveTutor/chatbot_tutor,2d8c4137eef64ea56c19213348d93f23dc1c8ff4,200,1,31,2025-04-08T23:38:42.000Z,2025-04-25T18:04:46.000Z,b66710c4b42643e46efdfdf9205bdf33072cebe1,2025-04-08T23:39:28.000Z,2,200,2,1,RESOLVED,True,16.768101851851853
Lesterchia1/FPOC2_AI-Tutor_Chatbot,57497387a6d087a9113685053b5c9991cd69e029,200,1,108,2025-04-09T03:42:27.000Z,2025-11-23T04:37:06.000Z,0ff6f8a4a38cc112472f32fed39032dbc39eef22,2025-04-09T03:55:26.000Z,2,200,3,5,RESOLVED,True,228.0379513888889
Lipely/FYP-lesson-plan-generator,671ecfe8d2f93d61e28ccff829af400693abe96b,200,1,77,2026-04-14T17:01:05.000Z,2026-08-24T16:06:01.000Z,a244767ade18cfc3722a815ac3bdba85b4ad510f,2026-04-14T17:01:05.000Z,1,200,3,0,RESOLVED,True,131.96175925925925
LoveJesus/biblical-language-tutor-chirho,83f56b9a7dbcbf4e659eabf45b21d93683caa785,200,1,3,2026-02-14T12:28:32.000Z,2026-02-14T12:28:33.000Z,83f56b9a7dbcbf4e659eabf45b21d93683caa785,2026-02-14T12:28:33.000Z,2,200,3,2,RESOLVED,True,1.1574074074074073e-05
MMustafa313/RAG_Study_Assistant,58788dd4b37f5ab2a3c335078e1d788f953d4794,200,1,8,2025-07-14T02:42:58.000Z,2025-07-14T03:53:58.000Z,7206876446533a1c5bafc97f9f9dfd75ea0869d8,2025-07-14T02:43:30.000Z,2,200,2,1,RESOLVED,True,0.049305555555555554
MOrgan27/AI-study-assistant,9cf671a168f4d31c2c137bcbf9464101ad25e19f,200,1,12,2025-05-17T19:34:48.000Z,2025-05-17T20:00:51.000Z,7fe23d6dd9c6f64ed0abe9986ec91a641b466a7c,2025-05-17T19:44:09.000Z,3,200,2,1,RESOLVED,True,0.018090277777777778
Madni2025/MDCAT-AI-TUTOR,ee1cefb373a0c4d032579fe467dad7ad17a5b7a9,200,1,12,2026-06-19T17:11:31.000Z,2026-06-20T17:39:47.000Z,04577391896906a47d64f11adb671254ddd2b5da,2026-06-19T17:14:11.000Z,2,200,2,1,RESOLVED,True,1.0196296296296297
Madni2025/MDCAT_AI_TUTOR,5ff32338743550685cc5191145c992262ffc614b,200,1,64,2026-06-21T17:21:41.000Z,2026-07-05T07:00:45.000Z,edd115cd7ffaee928dc4767f9b7ac5ef8609026b,2026-06-21T17:23:46.000Z,2,200,2,1,RESOLVED,True,13.568796296296297
ManarMagdy6/Professional-Quiz-Generator,61dbb271358d027e7845c8568ccb21c7dbe9196f,200,1,21,2026-03-23T10:01:43.000Z,2026-03-26T14:26:34.000Z,bdf7808953f98c137dac77ce6b31d50ab5af61fe,2026-03-23T10:04:37.000Z,2,200,2,0,RESOLVED,True,3.183923611111111
Mani-krishna/StudyAssistant,196c4c297c7ce25315377ceb1e2519ee8635491a,200,1,2,2026-07-12T16:07:07.000Z,2026-07-12T16:09:35.000Z,e6f9f4081660743f83c807006791799bac74f325,2026-07-12T16:07:07.000Z,1,200,2,0,RESOLVED,True,0.001712962962962963
Manikanta2793/my-study-assistant,faa38f10168490115b2d890f08a4a551afd871d8,200,1,4,2026-04-20T06:29:16.000Z,2026-04-20T06:37:51.000Z,faa38f10168490115b2d890f08a4a551afd871d8,2026-04-20T06:37:51.000Z,4,200,3,1,RESOLVED,True,0.005960648148148148
Maram-almasary/AI_Study_Assistant,f20805d64f0b55f7b240af38394225fa0615be60,200,1,16,2025-02-26T18:31:39.000Z,2025-02-27T08:06:26.000Z,17e4cef44f68c85c09bb6c7f18c3b4ee490ce82f,2025-02-26T18:32:47.000Z,2,200,2,1,RESOLVED,True,0.5658217592592593
Masterlew/math-tutor-chatbot,75c0f32f9624c2fcd78f83ba1ef190edcdf048c0,200,1,37,2026-02-03T12:01:11.000Z,2026-02-11T15:26:08.000Z,dfaa963965ae2ae69374905b540ffcaa45ad6812,2026-02-03T12:37:52.000Z,2,200,5,1,RESOLVED,True,8.14232638888889
MeetThakkar/quiz-generator,cee567f53cec7c6fd3314f658983507f496ec72c,200,1,3,2026-01-16T05:44:37.000Z,2026-01-16T05:49:46.000Z,98439e2e737835a0d2015ff936948c8caf9efd18,2026-01-16T05:45:26.000Z,2,200,2,1,RESOLVED,True,0.003576388888888889
Megana10/ai_study_assistant,11ecc77d27940c3fd8030264f4b5a3d78578dc1a,200,1,2,2026-02-25T06:45:42.000Z,2026-02-25T06:53:06.000Z,11ecc77d27940c3fd8030264f4b5a3d78578dc1a,2026-02-25T06:53:06.000Z,2,200,3,2,RESOLVED,True,0.005138888888888889
Mehak0711/AI_TUTOR,de050778e9c02cd2f76b38564cde91f6e89a19e6,200,1,6,2026-07-02T09:25:02.000Z,2026-07-02T09:43:24.000Z,0bbfe3b23f3e9f6ef2aa23a97c8d824f13c3312c,2026-07-02T09:25:02.000Z,1,200,2,1,RESOLVED,True,0.01275462962962963
Mehrann123/AI-tutor,8c35256a4436dfed78822e3414f4f606f5614bd5,200,1,5,2024-12-10T08:54:16.000Z,2024-12-10T08:56:59.000Z,2acd20a18a5469d75a9c831e8aed42405e60abae,2024-12-10T08:55:08.000Z,2,200,2,0,RESOLVED,True,0.0018865740740740742
Mehrann123/MMB-Quiz-Generator,b1937996f278aa1f8ac4955ed1f6e3d732a821b3,200,1,6,2026-08-19T18:59:10.000Z,2026-08-19T19:20:09.000Z,fd45da7874411f347e668354a1246def0ec51b87,2026-08-19T19:04:16.000Z,2,200,2,1,RESOLVED,True,0.01457175925925926
MohammadYaseen/personalized-study-assistant-chatbot,43d4e9dd2a4d30cc4ec3a0293681e95d5cef72d5,200,1,3,2024-11-16T02:58:10.000Z,2024-11-16T03:01:06.000Z,0377ea6ba2bad759df387a291c68dbfe3fb5ebd0,2024-11-16T02:58:54.000Z,2,200,2,1,RESOLVED,True,0.002037037037037037
Mohd-Dilshan/ai-quiz-generator,9d45c6f974fc207f13437ea76176348382f9e698,200,1,5,2026-03-13T14:29:34.000Z,2026-03-13T15:02:28.000Z,a70ef985338f93d1ce87a48489dceb5f96a122be,2026-03-13T14:34:24.000Z,2,200,5,2,RESOLVED,True,0.022847222222222224
Mohit99Chand/EducationalAIChatbot,43317b5fccc4125c2d7772090421db6d337ba1bf,200,1,3,2024-01-26T18:55:26.000Z,2024-01-27T07:27:34.000Z,5873e1e63be2bd6ca343b849759c57869625bf8f,2024-01-26T22:48:57.000Z,2,200,2,1,RESOLVED,True,0.5223148148148148
Mohitha/Conversational_AI_Data_Science_Tutor,fb260a0648f4ec12d22f218f2e0fe5da4c893737,200,1,12,2025-03-09T16:57:10.000Z,2025-03-09T17:28:36.000Z,aee2bf481604b11c765632544758141e9209943f,2025-03-09T16:57:55.000Z,2,200,2,0,RESOLVED,True,0.021828703703703704
Moon33/linda-quiz-generator,298c13b1eaf7d9d734f210f3eeb025a5e1e87240,200,1,15,2025-06-10T12:43:34.000Z,2025-06-10T14:03:29.000Z,9b364f57ba7847f51d4c2ad3c37e89eaaa803992,2025-06-10T12:43:34.000Z,1,200,3,0,RESOLVED,True,0.055497685185185185
Mpavan45/Ai_Data-Science_Tutor,25184619a5ff46d1f4df9c176b3a39f8d305a940,200,1,32,2025-03-14T13:10:44.000Z,2025-03-14T17:44:55.000Z,09b69a330a42ecfdb5b14503971f7dba6f283b06,2025-03-14T13:12:23.000Z,2,200,2,1,RESOLVED,True,0.19040509259259258
MrSimple01/QuizGenerator,207315901d454d06aa70c12d546f0e8026f72990,200,1,27,2025-03-15T19:10:37.000Z,2025-04-08T09:21:22.000Z,b29c0f7881cde74a9c627f5f3245edab158bbfb3,2025-03-15T19:10:53.000Z,2,200,2,1,RESOLVED,True,23.59079861111111
Mujahid1122/AI-Based-Quiz-Generator,989fa1a1406494bea3e7e1b3b2966b030d20b8ea,200,1,21,2024-11-09T09:44:23.000Z,2024-11-09T11:20:21.000Z,f8c7b743c5d676c0a4bea8b4c7775ed0853d3dc5,2024-11-09T09:45:17.000Z,2,200,2,1,RESOLVED,True,0.06664351851851852
Murtaza249/Text_to_Quiz_Generator,258745fa070a643429a1dd39dfe996771aa03579,200,1,13,2025-04-21T17:10:17.000Z,2025-04-21T18:08:01.000Z,4104208a0ca523d648cce0ebef1fe7ed21aea168,2025-04-21T17:13:10.000Z,2,200,2,1,RESOLVED,True,0.04009259259259259
N-Mothish/personalized-study-assistant,db4c88f05400f00b7a3ce5b2010e398ff985e93c,200,1,36,2025-04-16T11:56:49.000Z,2025-04-18T17:16:10.000Z,bcb51109b5c1863d3e2cd682769e60dc0c9abb6c,2025-04-16T11:57:36.000Z,2,200,2,0,RESOLVED,True,2.2217708333333333
NIKHITHA913/aitutor,37d0ae107f6fe3fc1dee4224075761fb895cf346,200,1,4,2026-07-03T09:46:38.000Z,2026-07-03T09:48:50.000Z,99efbf3a151ed343080f2b6694701e11fb7a4967,2026-07-03T09:46:38.000Z,1,200,2,1,RESOLVED,True,0.0015277777777777779
NavenTheRaven/Quiz_Generator,26eeb69b01fdf59975bbe7d0bac3d8e8b9b57455,200,1,4,2026-03-16T01:11:53.000Z,2026-03-16T01:16:53.000Z,f439effdb97064b0de176236d9b1427f15c46374,2026-03-16T01:12:58.000Z,2,200,2,1,RESOLVED,True,0.003472222222222222
Nijanth/teaching-assistant-backend,569849055e112248a3260a1caf1330e2f3d84d04,200,1,11,2026-04-08T15:18:28.000Z,2026-04-15T05:37:13.000Z,4df825a7aad7f342e32dba08041d1ec83a7ece2e,2026-04-08T15:33:05.000Z,2,200,10,1,RESOLVED,True,6.596354166666667
Nishanthan02/quiz-generator,5286a2471cef43ac65e5bb78e70bc4a39add9f56,200,1,19,2025-11-28T06:03:58.000Z,2026-08-07T16:09:12.000Z,7ff72010c968f3545bd0fb6c3d4ec0fa1565dd7b,2025-11-28T06:12:55.000Z,2,200,2,0,RESOLVED,True,252.42030092592591
Nitinane/StudyAssistant,0efb34dde93c550b2e1417c31d3a748c8b7f27cd,200,1,3,2026-02-24T06:37:28.000Z,2026-02-24T06:50:05.000Z,87f862837a9fde55720f1e904498c4a034288462,2026-02-24T06:42:49.000Z,2,200,3,2,RESOLVED,True,0.008761574074074074
Nullpointer-KK/ai-tutor-chatbot_KK,ad366ddb55650432b989d18924f61aed45840fa1,200,1,23,2025-01-30T18:58:20.000Z,2025-08-30T12:25:26.000Z,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,1,200,9,11,RESOLVED,True,211.72715277777777
One2SkipAfew/tutormina-ai,440c3f55ac6e1a7ab889159ece30f99a15935679,200,1,10,2026-07-20T18:00:27.000Z,2026-08-30T09:59:35.000Z,bf8ae7eb04ed8c9fa8c93d1f99ad82dcf9474fff,2026-07-26T21:39:10.000Z,2,200,3,3,RESOLVED,True,40.66606481481482
Pavan-Kumar23/quiz-generator,0ec8e7cd772ae23b296625f96df0e3c150aa1c66,200,1,4,2026-06-28T09:06:03.000Z,2026-06-28T10:20:31.000Z,3e3f813b400acf7a32f479b96d4de464f03f66f8,2026-06-28T10:11:07.000Z,2,200,9,3,RESOLVED,True,0.05171296296296296
Phoenix3274/AI-Quiz-Generator,6f7197180554eefd52a524ded6184da6539320c4,200,1,18,2025-10-12T07:45:13.000Z,2025-10-12T08:29:02.000Z,9b30bbd78bda08e1e385f771a70073264ba949de,2025-10-12T07:45:13.000Z,1,200,3,0,RESOLVED,True,0.030428240740740742
Pooja1218/ai-quiz-generator,f8636ec1c0c3a343894d4abb55dbf812b2372725,200,1,24,2025-05-02T05:22:25.000Z,2025-05-02T09:51:59.000Z,e07f8a1f5cbb4c7aa998b5192c6a5717f8b1b270,2025-05-02T05:26:13.000Z,2,200,4,2,RESOLVED,True,0.18719907407407407
Prak2005/AI-Powered-Personal-Study-Assistant,d722215114423beec8ec781a196cbeee4f2d5976,200,1,8,2025-03-01T18:37:37.000Z,2025-03-01T19:08:04.000Z,87982eddd299e15f32954d20f055b5750799cd51,2025-03-01T18:39:08.000Z,2,200,2,0,RESOLVED,True,0.021145833333333332
Pranshuu/educational-chatbot,3e37970285da1d5bf760a4c8c4bc8d094aa414bf,200,1,12,2025-04-28T16:58:39.000Z,2025-04-28T20:35:33.000Z,bd107a6c35e73f3ff70fc274cca179507df8addc,2025-04-28T17:12:18.000Z,2,200,2,0,RESOLVED,True,0.150625
Pratap1928/AI_Teaching_Assistant,4c7580e485871f2f2e4a6e7216bb9dc238217f3f,200,1,20,2024-11-19T17:01:58.000Z,2024-11-19T21:52:45.000Z,f40c0c1acfdc535e8bd059d3dbc64d4936088a85,2024-11-19T17:02:39.000Z,2,200,2,0,RESOLVED,True,0.20193287037037036
Premsp2005/StudyAssistant,474d88f19bb0e133153e5b59b91d80b12b0b5025,200,1,15,2026-08-01T08:01:05.000Z,2026-08-01T11:26:04.000Z,44b0f31669473cb5390a27cbd712316bf9b9e542,2026-08-01T10:08:21.000Z,2,200,2,1,RESOLVED,True,0.14234953703703704
RAHYDV/teaching-assistant,f24d87c9e3a891a5bb07344f6cdfec6ee6cc3b36,200,1,4,2024-11-20T10:44:37.000Z,2024-11-20T12:15:31.000Z,38e8c87eab7518b89467d277ee09d48d40df4d73,2024-11-20T10:45:16.000Z,2,200,2,1,RESOLVED,True,0.063125
RAJKUMAR2504/AI-Study-Assistant,867fb972407964f6830864950008d2a6b0adfdb1,200,1,22,2026-08-20T18:24:58.000Z,2026-08-20T19:31:38.000Z,60650080542d9d033b42610ce4afcccdd44b42fa,2026-08-20T18:29:11.000Z,2,200,2,0,RESOLVED,True,0.046296296296296294
RabiaAbsar/genai-tutor-chatbot,e5a994a662de700c4e13912a074a2302ba435dc7,200,1,20,2026-06-23T02:26:24.000Z,2026-06-23T05:29:55.000Z,2a06224499a87dc9ec9461e22fc9e2b67f197421,2026-06-23T02:38:09.000Z,3,200,2,1,RESOLVED,True,0.12744212962962964
Rahul2298/QuizGenerator,e904b43d428a6fc0787edc41c95daab55c453ccb,200,1,4,2025-09-05T13:57:44.000Z,2025-09-05T14:01:33.000Z,e7075d854ed4c6c6b6c35fb198d645b5d8fc6178,2025-09-05T13:57:44.000Z,1,200,3,0,RESOLVED,True,0.002650462962962963
Raja02424/education-chatbot,209f88c5fcd27c927e2ade7675f3d17eeafe133c,200,1,7,2026-04-30T11:22:57.000Z,2026-04-30T11:37:46.000Z,92e3e87a367a8615afc2d811603568c20f70c96d,2026-04-30T11:25:39.000Z,2,200,2,1,RESOLVED,True,0.010289351851851852
Rajeev0102/StudyAssistant,2a011459ab95e79045cadff26ed18aa17e107d91,200,1,4,2026-08-23T18:50:04.000Z,2026-08-23T19:37:50.000Z,1dd72bb241eafda38dc2b8448e74f3016513e6ca,2026-08-23T18:57:50.000Z,2,200,3,2,RESOLVED,True,0.033171296296296296
Rajesh20/AI_Tutor,869d6824f72f57bd5e3e9a6f939f29d1c3dcfaec,200,1,4,2025-03-10T10:21:41.000Z,2025-03-10T10:23:22.000Z,83829b100a7141c8ada8e3e1759765a438ef9d26,2025-03-10T10:22:30.000Z,2,200,2,1,RESOLVED,True,0.0011689814814814816
Ram05saran/ai-language-tutor,fa1ba9066f1c764316b1f32d1c25be7be208c60b,200,1,6,2025-09-22T17:17:52.000Z,2025-09-22T17:29:54.000Z,2dc26376eedafb1acca6bbc64a02978ed16cc470,2025-09-22T17:18:19.000Z,2,200,2,1,RESOLVED,True,0.008356481481481482
Ramya8637/quiz-generator,d1c56e23f350514e3400c6702a9f29949bebaf4f,200,1,3,2025-09-21T09:54:41.000Z,2025-09-21T09:56:34.000Z,6e9c03c8b1ada1d52d1839dfd9a7ccc8ac2bb90a,2025-09-21T09:55:41.000Z,2,200,2,1,RESOLVED,True,0.0013078703703703703
RamyaKammari/jee_ai_tutor,74f7340c5ef27381ff21f62540d95bd213c96a6e,200,1,7,2024-07-09T20:52:10.000Z,2024-07-09T21:28:38.000Z,e2edd9030a9fb410fc14fbcdb785ad0df8791199,2024-07-09T21:08:32.000Z,2,200,7,2,RESOLVED,True,0.025324074074074075
Rashpinder/RAG-based-Agentic-AI-tutor,37815ce72f51db71e0db7926604fae6d1bbb916e,200,1,37,2026-01-13T09:03:50.000Z,2026-01-13T14:03:18.000Z,db3b226b4e445b6971f74053900c410497f232d5,2026-01-13T09:03:50.000Z,1,200,8,1,RESOLVED,True,0.20796296296296296
RayaRam11/Study-assistant,e2f317baa22a520da4208dcb23b0d4e4164b893d,200,1,3,2026-07-13T01:42:36.000Z,2026-07-13T01:49:37.000Z,d8ec0f60d077b461ca1046b6f7aa6ac35c9fa4b5,2026-07-13T01:42:36.000Z,1,200,2,0,RESOLVED,True,0.004872685185185185
Rayi-ss/AI-Powered-Study-Assistant,0ccf0f4dee010eac51d395c53d54c222c71ae4a5,200,1,7,2025-10-27T11:41:09.000Z,2025-10-28T10:21:05.000Z,b15a6dfea7199ac475007f51210240a82cc37bef,2025-10-27T11:43:47.000Z,2,200,2,1,RESOLVED,True,0.9443981481481482
Razzaqi3143/Engineering_Quiz_Generator,fb42cdb8defe0579ded9fb21cdf295c0e41cc446,200,1,5,2024-11-10T04:51:09.000Z,2024-11-10T05:07:35.000Z,ac774985c09be081fd945a8c7214cd1d084d6493,2024-11-10T04:52:05.000Z,2,200,2,1,RESOLVED,True,0.011412037037037037
Rishabh12j/AI_Powered_Teaching_Assistant,c49a23fa9aad7cae8139ad362feb004fc491fd52,200,1,55,2024-04-27T03:34:53.000Z,2024-05-15T08:01:30.000Z,9c6536f8a830d55956dd4d2b5d738999d6c6c398,2024-04-27T03:35:47.000Z,2,200,2,1,RESOLVED,True,18.185150462962962
Rishabh12j/Teaching_Assistant_AI,f454ff59549ddfda2ad24e668c4ca7ce4379fe1c,200,1,16,2024-09-28T10:11:04.000Z,2024-09-29T02:40:01.000Z,14dd2583fa8e242345f23e8480f6ea76fcde6089,2024-09-28T10:11:39.000Z,2,200,2,1,RESOLVED,True,0.6867708333333333
Riya00/quiz_generator,53447f4b69bc778215eb1464c78d5e319354bd8e,200,1,7,2025-08-16T19:41:53.000Z,2025-08-16T20:13:15.000Z,57e6e878797c3e04bf90d6a1bdcb1e5d319a4a28,2025-08-16T19:48:01.000Z,2,200,2,0,RESOLVED,True,0.021782407407407407
Rohit8827/StudyAssistant,f7a5535d26c5bef179ae91e77ebdc3e480eaae9c,200,1,2,2026-06-13T12:26:41.000Z,2026-06-13T12:40:41.000Z,f7a5535d26c5bef179ae91e77ebdc3e480eaae9c,2026-06-13T12:40:41.000Z,2,200,3,2,RESOLVED,True,0.009722222222222222
Rosh-2/physics_tutor_chatbot,086884648e695aec60fc192aa85848dc08e880bd,200,1,12,2025-05-23T14:59:21.000Z,2025-05-24T09:46:59.000Z,2e86b79517352c6fb722056d352128e0afdc26e6,2025-05-23T15:02:29.000Z,2,200,3,2,RESOLVED,True,0.7830787037037037
Rupesx007/quiz_generator,b69329e22f8456be6526971e8af35db92f3de999,200,1,4,2025-03-03T23:33:39.000Z,2025-03-03T23:40:21.000Z,7936e2f46cc6c26b6ac6b06f06010fe70da128e1,2025-03-03T23:34:11.000Z,2,200,2,1,RESOLVED,True,0.004652777777777777
Rushi420/StudyAssistant,62b4b608208cd0ee429205063c6c821365f8fcc2,200,1,3,2026-08-29T12:46:56.000Z,2026-08-29T12:55:45.000Z,c97394d4f5f0ac8f729647d15e3496477f4e6ca7,2026-08-29T12:52:33.000Z,2,200,3,2,RESOLVED,True,0.006122685185185185
SBDeploy/Study_Assistant,edc833ca09c6a846faa6f84da6f70ead30d94749,200,1,2,2025-11-26T11:38:15.000Z,2025-11-26T11:38:19.000Z,edc833ca09c6a846faa6f84da6f70ead30d94749,2025-11-26T11:38:19.000Z,2,200,4,2,RESOLVED,True,4.6296296296296294e-05
SH1VAM-2027/studyAssistant,b572d305244b8d407b9f06dd9d846222b3b9b75e,200,1,8,2026-07-15T07:57:18.000Z,2026-07-15T08:26:05.000Z,5ad2bfc64fda0a14ff55069da6535ed47c7c253e,2026-07-15T07:59:27.000Z,2,200,3,2,RESOLVED,True,0.019988425925925927
SaanviWatrana/saanvi-ai-study-tutor,2594f9c2e4d69921265a027159bd017540224d06,200,1,15,2026-08-17T17:09:55.000Z,2026-08-19T18:48:33.000Z,158d60b6635397831b57d96f96f6eb95b158c4fe,2026-08-17T17:09:55.000Z,1,200,3,0,RESOLVED,True,2.0684953703703703
Sadem-12/AI_Study_Assistant,6eefe717a3df057e07f1de228c6ed60a321f5406,200,1,7,2025-02-25T13:12:37.000Z,2025-02-25T13:38:24.000Z,2e1c7d84212ad36833d9abd232e9523ec9a68b12,2025-02-25T13:15:36.000Z,2,200,2,1,RESOLVED,True,0.017905092592592594
SahilGupta4/Study_Assistant,38f9ee2c8ae6ff9b91992c3894c973c310ddd060,200,1,2,2026-04-23T08:41:20.000Z,2026-04-23T08:50:55.000Z,38f9ee2c8ae6ff9b91992c3894c973c310ddd060,2026-04-23T08:50:55.000Z,2,200,3,2,RESOLVED,True,0.006655092592592593
SaiAbhiYaswanth/study_assistant,ded14ec7d79b008a053f5133d711cb1eb3a28f07,200,1,2,2026-07-14T16:26:17.000Z,2026-07-14T16:35:44.000Z,af5bbaf9329c6dc2ac6acdcbcb9bb8954803a2ac,2026-07-14T16:26:17.000Z,1,200,2,0,RESOLVED,True,0.0065625
